50311156;1
50438887;1

48849912;2
49086729;2
48849398;2
26483573;2

50438984;3
50438973;3
3315212;3

50438995;4
50439006;4
2139318;4
509141;4

5319088;5
31841891;5

4839551;6
31842002;6

5486135;7
31842049;7

5398303;8
34186457;8

2818192;9
3017087;9
11366033;9
18634889;9
6511304;9
50438959;9
18628816;9
15980161;9
19549102;9
22473459;9
22484448;9
42084843;9

3017088;10
11841470;10
15935665;10
19543171;10
41067047;10
50438899;10
22473501;10
22464136;10
12621617;10
2818874;10
50439017;10
50438888;10

3096317;11
15966655;11
18942104;11
21653145;11
18940543;11
41429869;11
43547501;11
22473397;11
11841464;11
2838201;11
11366021;11
50439028;11
50439039;11

15982507;12
12612156;12
19422815;12
24469760;12

23132470;13
24922887;13

21644756;14
21827718;14
40596183;14
50438932;14
22166700;14
24920679;14

21644735;15
24924677;15

22338316;16
41816085;16

25133632;17
24916941;17
22364543;17

43114263;18
50438965;18
50438963;18

23162083;19
22484474;19
24492674;19
21298431;19
21647106;19
50438954;19
31472488;19

23162072;20
22489922;20
24917933;20

21647099;21
50438960;21
22484457;21
24917953;21

21647368;22
50438910;22
31472486;22

21647366;23
31472485;23
50438921;23
50438943;23

22647841;24
24916954;24

24905679;25
31472487;25
41934327;25
50438961;25

22995893;26
23228358;26
24015969;26

23001094;27
24021609;27

22481209;28
24920672;28

22338143;29
24917959;29

50438964;30
22451195;30

21196911;31
22451188;31

18801731;32
50438967;32
34020478;32
18686141;32

48677710;33
48532397;33
48522433;33

7058393;34
7058401;34
7058403;34
7058410;34
7058412;34
7058413;34
7058415;34
7058416;34
7058417;34
7058420;34
11297103;34
34677576;34
34741183;34
34741184;34
34741187;34
34741191;34
34741192;34
34741194;34
34741195;34
34741196;34
34741197;34
34741198;34
34934196;34
34948217;34
34955736;34
34955912;34
35126135;34
35146906;34
35213783;34
35215833;34
35215953;34
35216214;34
35217131;34
35217787;34
35220159;34
35224700;34
35226065;34
36536100;34
50438969;34
35219859;34

34902615;35
35213386;35
37519557;35
50438970;35
35129837;35

35173502;36
6928174;36

50438975;37
50362503;37
50016225;37
48481580;37
50438976;37
50438974;37
50438972;37
19681819;37
50438978;37
19674480;37
50438977;37

1773849;38
14323;38

5527554;39
50438979;39
9625824;39
2186881;39
33941067;39
9916958;39

18311071;40
5314958;40
1720409;40

5157218;41
50438983;41
31585813;41
32266356;41

241055;42
5572175;42
9251703;42
21567598;42
32264791;42
11883907;42
36050067;42
41402580;42
50297485;42
25073576;42
16095905;42
5116887;42
413023;42
32197798;42
41840293;42
50438980;42

3887249;43
21601287;43

50438981;44
35750872;44

31504891;45
25089697;45

50438982;46
1843486;46
5583653;46
33763561;46

50438986;47
50438985;47
40468504;47
48094650;47
47980528;47

4227008;48
4227009;48

44008661;49
12356408;49
5193032;49

6903783;50
11770888;50

4066166;51
9423580;51

50329208;52
50438990;52
30294639;52
48696237;52
50438989;52
49507617;52
36874334;52

35487768;53
35484188;53
6816968;53

356588;54
17448235;54
1789615;54
50439069;54
19804171;54
50439086;54
16507961;54
25774907;54
42727260;54
16746978;54
50439008;54

239538;55
50439004;55
50439005;55

5412523;56
5412522;56

50439011;57
11824022;57

50439087;58
37387777;58

37387689;59
25845862;59

14073752;60
50024315;60

14378225;61
50024327;61

15444504;62
50024335;62

15807495;63
50024350;63

50439012;64
36177283;64

36083614;65
12419414;65

50439013;66
2945096;66

43079280;67
43146299;67
42920069;67
50439015;67

50439042;68
48312525;68
48406312;68

28559254;69
28554625;69

50439019;70
49169856;70
50439018;70
18793215;70

50439021;71
50439020;71
40484584;71
36641715;71

50439025;72
50439023;72
50439096;72

48367450;73
44028520;73
43979451;73

50439027;74
50439026;74
40322827;74

35438293;75
33739367;75

48695989;76
48420647;76
48311877;76
48271283;76

50439034;77
5570330;77
50439073;77
16376415;77
5454278;77
50439090;77
50439033;77
50439031;77
30821362;77
16727750;77

33461104;78
50439049;78

50439040;79
50439037;79
35193150;79
50439038;79

13439841;80
37392465;80
11028277;80
47969308;80

22434985;81
23240798;81
50420364;81
50439043;81

50439044;82
50439046;82
22489980;82

50438889;83
9028476;83
21818227;83
22623336;83
37246569;83
50438892;83
50438893;83

9331494;84
19442349;84
50438890;84
50438891;84
24783392;84

35908682;85
3085924;85

50439077;86
47999272;86
43817641;86

16018701;87
15216606;87
15965192;87

25108929;88
42771390;88
50438896;88
50439059;88
34038949;88

5131500;89
50438895;89
250304;89

48319561;90
37435684;90

11608614;91
12020972;91
50438908;91
50438905;91
16676071;91
43416605;91
25643488;91
9004074;91

99600;92
8006228;92
8006240;92
8027757;92
10665917;92
36812906;92
48570117;92
13685869;92
50439082;92
8011068;92
11629922;92
23534952;92
50438901;92
50438906;92
7449710;92
31416056;92
50438914;92
2158004;92
11629926;92
48571577;92

2739793;93
33292812;93
43840530;93
50439022;93
50439094;93

10555778;94
40429671;94
50438898;94
23325858;94
13645338;94

10667062;95
13699326;95
23905199;95
50438902;95
23281149;95
12315862;95
15179320;95
30287265;95
50439080;95

48552710;96
23657865;96

48556107;97
50438904;97

18541117;98
50291403;98
50439081;98
19785478;98
23774966;98
31469803;98
50438922;98
50438909;98
50438911;98

2168008;100
31796241;100
50438913;100

15179902;101
15655220;101
25324566;101
2148049;101

50438900;102
50438918;102
50438907;102
50438917;102

4820395;103
50438915;103
50438919;103

10666498;104
30209029;104

1766530;105
50438931;105
50438927;105

48563208;106
25096113;106
30583982;106

22346415;107
40985894;107
50438929;107

4680058;108
50438925;108
43130023;108

24884263;109
50439083;109
22873559;109
50438928;109

50438933;110
4951435;110

33944607;111
48089780;111

32320081;112
35813545;112
33189620;112

1835478;113
48553271;113

611339;114
2984066;114
4891600;114
6385292;114
9728797;114
9877658;114
24483234;114
26483574;114

1705567;115
